ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8155414,1.02E-05,4.44E-07,-5.441092,6.067924,-0.8123738,LOC102725104///LOC101059935///ANKRD20A8P,"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A8, pseudogene"
8155418,4.88E-03,9.61E-04,-3.41301,-1.194977,-0.2881842,LOC105379252///FAM95B1///FAM95A,family with sequence similarity 95 member B1-like///family with sequence similarity 95 member B1///family with sequence similarity 95 member A
8155422,8.44E-01,7.80E-01,0.28063,-6.597404,0.0267909,CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 1
8155440,7.38E-01,6.48E-01,-0.458326,-6.532251,-0.0220624,FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,forkhead box D4-like 5///forkhead box D4-like 6///forkhead box D4-like 3///forkhead box D4-like 1///forkhead box D4
8155442,8.61E-02,3.85E-02,-2.100141,-4.496925,-0.2550024,LOC102724507///LOC100509620///AQP7P1///AQP7,uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8155451,2.72E-01,1.73E-01,1.374262,-5.707714,0.0555516,,
8155453,3.04E-01,2.00E-01,-1.291752,-5.814903,-0.12018,,
8155455,9.68E-01,9.52E-01,0.060856,-6.634684,0.0035798,LINC00268,long intergenic non-protein coding RNA 268
8155458,4.67E-02,1.73E-02,2.423767,-3.808901,0.1509784,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
8155460,2.40E-01,1.46E-01,-1.466034,-5.581033,-0.2032984,CNTNAP3B///CNTNAP3P2///CNTNAP3,contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
8155487,1.89E-01,1.07E-01,-1.627943,-5.338584,-0.2817313,FGF7P3///FGF7P6///FGF7,fibroblast growth factor 7 pseudogene 3///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8155490,1.84E-03,2.84E-04,-3.775558,-0.063841,-0.268514,LOC102724238///LOC554249///GLIDR,uncharacterized LOC102724238///uncharacterized LOC554249///glioblastoma down-regulated RNA
8155493,1.06E-01,5.02E-02,-1.984815,-4.720603,-0.1539956,,
8155497,8.43E-01,7.78E-01,0.282918,-6.596763,0.0184844,FAM27B///FAM27C,family with sequence similarity 27 member B///family with sequence similarity 27 member C
8155501,7.94E-01,7.15E-01,-0.366034,-6.56999,-0.0160729,,
8155503,1.77E-01,9.81E-02,-1.671122,-5.269881,-0.0693022,,
8155508,8.12E-01,7.37E-01,-0.336806,-6.580185,-0.0207271,,
8155510,6.84E-01,5.84E-01,0.549724,-6.486594,0.0354356,FAM27B///FAM27C,family with sequence similarity 27 member B///family with sequence similarity 27 member C
8155514,6.88E-01,5.89E-01,0.541495,-6.491042,0.0492322,FAM27E2///FAM27E3,family with sequence similarity 27 member E2///family with sequence similarity 27 member E3
8155516,9.35E-02,4.28E-02,-2.053961,-4.587872,-0.0665993,,
8155519,1.06E-01,5.02E-02,-1.984815,-4.720603,-0.1539956,,
8155521,2.60E-02,8.09E-03,-2.707766,-3.134464,-0.170352,FAM27B,family with sequence similarity 27 member B
8155525,8.92E-02,4.02E-02,-2.081081,-4.534684,-0.0692604,,
8155528,1.30E-01,6.57E-02,1.863054,-4.944179,0.1004507,,
8155530,9.29E-02,4.24E-02,-2.058424,-4.579163,-0.1944449,LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7,uncharacterized LOC102724238///uncharacterized LOC100126582///fibroblast growth factor 7 pseudogene 3///uncharacterized LOC403323///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
8155537,8.26E-01,7.56E-01,0.311162,-6.588433,0.0238216,,
8155540,2.16E-01,1.27E-01,-1.539232,-5.474404,-0.2255967,CNTNAP3B///CNTNAP3P2///CNTNAP3,contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
8155547,5.96E-03,1.24E-03,-3.334047,-1.429809,-0.1735358,LOC105379526///PTGER4P2-CDK2AP2P2,"uncharacterized LOC105379526///PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
8155550,7.52E-03,1.66E-03,-3.241681,-1.699052,-0.2173238,LOC102724238///LOC554249///GLIDR,uncharacterized LOC102724238///uncharacterized LOC554249///glioblastoma down-regulated RNA
8155554,5.47E-02,2.13E-02,-2.344071,-3.986447,-0.2778162,LOC102724507///LOC100509620///AQP7P1///AQP7,uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8155563,2.33E-03,3.80E-04,3.691181,-0.334643,0.2645376,LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L,"monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
8155567,1.06E-01,5.02E-02,-1.984815,-4.720603,-0.1539956,,
8155569,1.62E-01,8.77E-02,-1.726414,-5.17944,-0.1002562,,
8155572,6.18E-03,1.30E-03,-3.320076,-1.470913,-0.1907147,LINC01597///FAM27B,long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B
8155574,3.15E-05,1.83E-06,-5.100909,4.709876,-0.7131742,ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,"ankyrin repeat domain 20 family member A21, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1"
8155591,1.14E-05,5.07E-07,-5.409731,5.940844,-0.7805618,LOC102725104///LOC101059935///ANKRD20A8P,"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A8, pseudogene"
8155596,1.56E-02,4.23E-03,-2.934522,-2.55071,-0.1715211,LOC107987020///LINC00537///LOC107987020,uncharacterized LOC107987020///long intergenic non-protein coding RNA 537///uncharacterized LOC107987020
8155598,8.22E-01,7.50E-01,-0.318998,-6.585982,-0.0128458,,
8155600,8.22E-01,7.50E-01,-0.318998,-6.585982,-0.0128458,,
8155602,1.35E-05,6.23E-07,-5.360964,5.743969,-0.7673847,LOC102725104///ANKRD20A21P///LOC101059935///ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain 20 family member A21, pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A12, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A4///ankyrin repeat domain 20 family member A2///ankyrin repeat domain 20 family member A3///ankyrin repeat domain 20 family member A5, pseudogene///ankyrin repeat domain 20 family member A1"
8155627,1.06E-02,2.57E-03,-3.100912,-2.097839,-0.3255282,LOC105379252///FAM95B1,family with sequence similarity 95 member B1-like///family with sequence similarity 95 member B1
8155630,2.04E-02,5.97E-03,2.815666,-2.861585,0.2538,LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L,"monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
8155634,2.07E-01,1.21E-01,-1.566644,-5.433202,-0.0367298,LOC441666,zinc finger protein 91 pseudogene
8155636,7.83E-01,7.01E-01,0.384591,-6.563078,0.032456,CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 1
8155661,6.67E-01,5.65E-01,-0.577692,-6.470979,-0.0377107,FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4,forkhead box D4-like 5///forkhead box D4-like 6///forkhead box D4-like 3///forkhead box D4-like 1///forkhead box D4
8155665,1.53E-02,4.09E-03,-2.945461,-2.521564,-0.4658098,PGM5,phosphoglucomutase 5
8155673,7.98E-01,7.20E-01,-0.359361,-6.572392,-0.0617978,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
8155696,2.78E-04,2.75E-05,-4.417026,2.132638,-0.3139736,FAM122A///FAM122A,family with sequence similarity 122A///family with sequence similarity 122A
8155699,2.15E-06,6.24E-08,-5.896637,7.952902,-0.3496589,FXN,frataxin
8155707,2.58E-03,4.31E-04,3.654219,-0.451855,0.2808291,TJP2,tight junction protein 2
8155734,1.03E-02,2.47E-03,-3.114186,-2.06084,-0.3048442,FAM189A2,family with sequence similarity 189 member A2
8155747,2.71E-02,8.53E-03,-2.688724,-3.181686,-0.2029082,C9orf135,chromosome 9 open reading frame 135
8155754,1.64E-02,4.48E-03,-2.914625,-2.603493,-0.4483329,MAMDC2,MAM domain containing 2
8155770,3.31E-01,2.24E-01,-1.224461,-5.897586,-0.0841718,SMC5,structural maintenance of chromosomes 5
8155794,5.43E-01,4.29E-01,0.795128,-6.323429,0.0684498,C9orf85,chromosome 9 open reading frame 85
8155802,1.63E-02,4.47E-03,2.915935,-2.600027,0.7022556,GDA,guanine deaminase
8155824,5.86E-01,4.75E-01,-0.717875,-6.381147,-0.0208278,TMC1,transmembrane channel like 1
8155847,6.61E-02,2.72E-02,-2.245329,-4.199124,-0.1033467,,
8155849,2.22E-03,3.58E-04,3.708776,-0.278541,0.7440267,ANXA1,annexin A1
8155864,6.46E-02,2.65E-02,-2.256101,-4.176318,-0.1553647,RORB,RAR related orphan receptor B
8155877,1.23E-01,6.08E-02,-1.898452,-4.880526,-0.0728693,,
8155881,3.36E-02,1.13E-02,-2.586335,-3.430711,-0.0634331,,
8155883,8.76E-03,2.01E-03,3.1801,-1.875242,0.2420136,OSTF1,osteoclast stimulating factor 1
8155896,2.37E-01,1.44E-01,1.473229,-5.570771,0.0442944,,
8155898,2.54E-02,7.87E-03,2.717929,-3.109147,0.3246004,PCSK5,proprotein convertase subtilisin/kexin type 5
8155930,2.72E-02,8.61E-03,2.685605,-3.189394,0.4085331,GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2"
8155942,1.30E-02,3.33E-03,-3.014908,-2.334459,-0.1494069,FOXB2,forkhead box B2
8155944,2.52E-01,1.56E-01,-1.431189,-5.630055,-0.0613393,,
8155946,4.26E-01,3.11E-01,-1.019205,-6.123254,-0.1070676,VPS13A,vacuolar protein sorting 13 homolog A
8156022,1.23E-02,3.08E-03,-3.040653,-2.264195,-0.1641889,LOC642947,uncharacterized LOC642947
8156024,1.90E-02,5.42E-03,-2.849093,-2.775235,-0.0888378,,
8156026,8.65E-02,3.87E-02,2.097443,-4.502288,0.1502991,CEP78,centrosomal protein 78
8156043,2.14E-03,3.42E-04,-3.722347,-0.235138,-0.9427907,PSAT1,phosphoserine aminotransferase 1
8156052,1.17E-01,5.76E-02,-1.923322,-4.835145,-0.0616584,,
8156054,9.22E-02,4.20E-02,-2.062735,-4.570734,-0.0704336,,
8156056,1.30E-03,1.86E-04,-3.897017,0.333703,-0.1816989,,
8156058,4.57E-01,3.41E-01,0.956935,-6.183747,0.035638,,
8156060,8.73E-01,8.17E-01,-0.231556,-6.609886,-0.0225518,TLE4,transducin like enhancer of split 4
8156082,2.36E-02,7.14E-03,-2.752609,-3.022147,-0.1411233,,
8156084,8.25E-01,7.54E-01,-0.314292,-6.587461,-0.0163269,,
8156086,2.18E-01,1.29E-01,-1.533221,-5.483345,-0.0710522,,
8156088,1.46E-01,7.60E-02,-1.794826,-5.063734,-0.0895082,,
8156090,2.05E-02,5.98E-03,-2.815067,-2.863123,-0.1279262,SPATA31D5P,"SPATA31 subfamily D member 5, pseudogene"
8156098,1.01E-01,4.70E-02,-2.01338,-4.666273,-0.0779638,SPATA31D1///SPATA31D3///SPATA31D4///SPATA31D5P,"SPATA31 subfamily D member 1///SPATA31 subfamily D member 3///SPATA31 subfamily D member 4///SPATA31 subfamily D member 5, pseudogene"
8156103,5.21E-02,2.00E-02,-2.369011,-3.931449,-0.1242169,SPATA31D1,SPATA31 subfamily D member 1
8156110,2.09E-01,1.22E-01,-1.561082,-5.441618,-0.0906411,,
8156112,2.78E-01,1.77E-01,-1.359461,-5.727411,-0.0584209,,
8156116,2.54E-06,7.71E-08,-5.84816,7.749034,-0.4221564,IDNK,"IDNK, gluconokinase"
8156126,5.38E-01,4.23E-01,-0.804461,-6.316062,-0.0627502,RMI1,RecQ mediated genome instability 1
8156132,7.83E-02,3.39E-02,-2.153321,-4.389925,-0.2159113,,
8156134,4.15E-07,8.26E-09,-6.351674,9.900125,-0.91786,NTRK2,neurotrophic receptor tyrosine kinase 2
8156160,7.94E-01,7.15E-01,-0.366129,-6.569955,-0.0272624,KIF27,kinesin family member 27
8156164,2.16E-06,6.27E-08,-5.895329,7.947396,-0.5372911,LOC389765///KIF27,kinesin family member 27 pseudogene///kinesin family member 27
8156167,4.99E-01,3.83E-01,-0.876397,-6.256443,-0.0564078,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
8156192,9.69E-01,9.53E-01,-0.059421,-6.63477,-0.002086,LOC100130433,uncharacterized LOC100130433
8156194,9.21E-02,4.19E-02,-2.063625,-4.568992,-0.1005169,,
8156196,4.05E-02,1.44E-02,-2.495431,-3.644815,-0.1182436,C9orf170,chromosome 9 open reading frame 170
8156199,3.60E-02,1.24E-02,2.552537,-3.511087,0.246038,DAPK1,death associated protein kinase 1
8156228,2.25E-02,6.70E-03,2.775061,-2.965329,0.3617958,CTSL,cathepsin L
8156240,2.57E-02,7.98E-03,2.712711,-3.122157,0.1629296,CTSL3P,"cathepsin L family member 3, pseudogene"
8156247,9.81E-02,4.55E-02,-2.027635,-4.638895,-0.0973129,SPATA31E1,SPATA31 subfamily E member 1
8156253,8.46E-01,7.82E-01,0.277809,-6.598186,0.0155744,SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7,SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
8156257,6.91E-02,2.88E-02,-2.221467,-4.249295,-0.099026,SPATA31C2///SPATA31C1,SPATA31 subfamily C member 2///SPATA31 subfamily C member 1
8156261,3.02E-01,1.98E-01,-1.296492,-5.808918,-0.1049304,,
8156263,7.88E-04,9.83E-05,4.074739,0.931312,0.2379149,SPIN1,spindlin 1
8156274,3.75E-01,2.63E-01,1.126617,-6.010166,0.0611071,NXNL2,nucleoredoxin-like 2
8156278,7.90E-01,7.10E-01,0.37322,-6.567353,0.023654,C9orf47///S1PR3,chromosome 9 open reading frame 47///sphingosine-1-phosphate receptor 3
8156290,7.12E-05,4.99E-06,4.854215,3.755109,0.7025449,CKS2,CDC28 protein kinase regulatory subunit 2
8156295,3.07E-03,5.31E-04,-3.592322,-0.646181,-0.2445013,SECISBP2,SECIS binding protein 2
8156309,6.98E-03,1.51E-03,-3.271999,-1.61133,-0.2453091,GADD45G,growth arrest and DNA damage inducible gamma
8156319,5.95E-03,1.23E-03,-3.335345,-1.425984,-0.3766229,OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,olfactory receptor family 7 subfamily E member 37 pseudogene///MGC72080 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///death associated protein like 1///olfactory receptor family 7 subfamily E member 24///olfactory receptor family 7 subfamily E member 47 pseudogene///olfactory receptor family 7 subfamily E member 12 pseudogene///olfactory receptor family 7 subfamily E member 14 pseudogene
8156321,3.24E-01,2.17E-01,1.242985,-5.87525,0.1061338,SYK,spleen associated tyrosine kinase
8156337,7.74E-02,3.34E-02,-2.16009,-4.376131,-0.0669,,
8156339,6.31E-03,1.33E-03,-3.312021,-1.494551,-0.0848404,,
8156341,3.61E-01,2.50E-01,1.158004,-5.975043,0.0560064,CENPP,centromere protein P
8156354,7.26E-01,6.34E-01,0.47791,-6.523162,0.0170453,,
8156356,2.16E-01,1.27E-01,-1.541203,-5.471463,-0.0442244,,
8156358,4.70E-02,1.75E-02,-2.420136,-3.817104,-0.2792798,,
8156360,1.46E-02,3.86E-03,-2.965528,-2.467867,-0.1120144,ANKRD19P,"ankyrin repeat domain 19, pseudogene"
8156371,1.29E-01,6.52E-02,1.866333,-4.938329,0.0759758,,
8156373,2.03E-01,1.17E-01,-1.581589,-5.410451,-0.0972678,FGD3,"FYVE, RhoGEF and PH domain containing 3"
8156393,3.52E-02,1.20E-02,-2.563955,-3.484034,-0.1145967,SUSD3,sushi domain containing 3
8156404,4.25E-03,8.02E-04,3.468384,-1.02778,0.1665464,CARD19,caspase recruitment domain family member 19
8156415,4.71E-06,1.70E-07,-5.666471,6.991677,-0.8159689,WNK2,WNK lysine deficient protein kinase 2
8156450,1.24E-02,3.12E-03,-3.037124,-2.273855,-0.100662,,
8156452,4.08E-04,4.39E-05,4.293362,1.691243,0.1859222,FAM120A,family with sequence similarity 120A
8156476,8.07E-01,7.31E-01,-0.344642,-6.577534,-0.014702,PHF2,PHD finger protein 2
8156506,7.07E-01,6.11E-01,0.50988,-6.50751,0.0351933,PTPDC1,protein tyrosine phosphatase domain containing 1
8156519,7.15E-04,8.75E-05,-4.106922,1.041498,-0.1779362,MIRLET7A1,microRNA let-7a-1
8156521,1.43E-02,3.77E-03,-2.973386,-2.446758,-0.2542829,MIRLET7F1,microRNA let-7f-1
8156523,6.70E-01,5.68E-01,0.573198,-6.47354,0.0528998,MIRLET7D,microRNA let-7d
8156525,3.91E-01,2.77E-01,-1.094284,-6.045368,-0.0283758,,
8156529,7.45E-01,6.57E-01,0.446106,-6.537731,0.023546,ZNF169,zinc finger protein 169
8156538,2.72E-05,1.52E-06,5.146673,4.88987,0.5157724,MFSD14B,major facilitator superfamily domain containing 14B
8156547,7.38E-01,6.48E-01,-0.457544,-6.532607,-0.0249164,,
8156549,7.57E-03,1.68E-03,3.238591,-1.707958,0.1641953,C9orf3,chromosome 9 open reading frame 3
8156569,1.86E-04,1.67E-05,-4.54774,2.607864,-0.5754636,MIR23B///C9orf3,microRNA 23b///chromosome 9 open reading frame 3
8156571,7.00E-05,4.88E-06,-4.859872,3.7767,-1.0535273,MIR27B///C9orf3,microRNA 27b///chromosome 9 open reading frame 3
8156573,5.37E-03,1.09E-03,-3.374604,-1.309726,-0.2617702,MIR24-1///C9orf3,microRNA 24-1///chromosome 9 open reading frame 3
8156575,8.62E-01,8.03E-01,0.249827,-6.605518,0.0226607,,
8156577,4.32E-01,3.16E-01,-1.007995,-6.134419,-0.0459429,,
8156579,3.94E-01,2.80E-01,-1.08582,-6.054418,-0.0299069,,
8156581,4.25E-01,3.09E-01,-1.02257,-6.119879,-0.07032,ERCC6L2,ERCC excision repair 6 like 2
8156599,1.78E-02,5.00E-03,-2.877068,-2.702317,-0.2670331,,
8156601,6.38E-04,7.63E-05,-4.144172,1.169763,-0.3002529,ERCC6L2,ERCC excision repair 6 like 2
8156604,2.72E-02,8.60E-03,-2.685672,-3.189229,-0.1843113,ERCC6L2,ERCC excision repair 6 like 2
8156610,2.05E-01,1.19E-01,1.574262,-5.421631,0.1357276,HABP4,hyaluronan binding protein 4
8156620,9.46E-03,2.22E-03,-3.147988,-1.966049,-0.1653918,NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F,NUT family member 2B///NUT family member 2D///NUT family member 2A///NUT family member 2G///NUT family member 2F
8156633,1.43E-03,2.08E-04,-3.864629,0.226814,-0.2290924,LOC100499484///CCDC180///LOC100499484-C9ORF174,SUGT1-1300002K09Rik pseudogene///coiled-coil domain containing 180///LOC100499484-C9orf174 readthrough
8156688,6.38E-03,1.35E-03,3.307918,-1.506574,0.2868371,TDRD7,tudor domain containing 7
8156706,2.83E-06,8.86E-08,-5.816146,7.614805,-0.9376871,TMOD1,tropomodulin 1
8156718,8.65E-01,8.07E-01,0.245007,-6.606702,0.0140947,NCBP1,nuclear cap binding protein subunit 1
8156743,8.37E-02,3.71E-02,-2.116037,-4.465194,-0.1603409,FOXE1,forkhead box E1
8156748,1.02E-01,4.76E-02,-2.008451,-4.675699,-0.0692593,,
8156750,1.54E-01,8.19E-02,-1.759035,-5.124791,-0.1076887,ANP32B,acidic nuclear phosphoprotein 32 family member B
8156759,1.20E-03,1.67E-04,-3.927043,0.433357,-0.1397862,,
8156761,2.27E-02,6.80E-03,2.769993,-2.978187,0.1859718,NANS,N-acetylneuraminate synthase
8156770,3.26E-04,3.35E-05,4.365727,1.948551,0.5031047,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12
8156783,8.97E-01,8.51E-01,0.188573,-6.618856,0.0213909,COL15A1,collagen type XV alpha 1 chain
8156826,4.90E-04,5.49E-05,4.233643,1.48103,0.5207089,TGFBR1,transforming growth factor beta receptor 1
8156838,8.20E-04,1.03E-04,-4.060695,0.883417,-0.3844707,SEC61B,Sec61 translocon beta subunit
8156844,3.02E-01,1.98E-01,-1.297244,-5.807967,-0.0365602,,
8156846,3.42E-01,2.33E-01,1.199895,-5.926705,0.0541547,,
8156848,6.73E-03,1.44E-03,-3.286701,-1.568561,-0.9636213,NR4A3,nuclear receptor subfamily 4 group A member 3
8156861,2.59E-01,1.62E-01,-1.41035,-5.658833,-0.098714,STX17,syntaxin 17
8156873,1.63E-01,8.83E-02,-1.722911,-5.185251,-0.0802084,INVS,inversin
8156895,6.63E-01,5.60E-01,-0.585567,-6.466444,-0.0301269,,
8156897,2.58E-02,8.01E-03,2.711568,-3.125004,0.2074007,MSANTD3-TMEFF1///MSANTD3,MSANTD3-TMEFF1 readthrough///Myb/SANT DNA binding domain containing 3
8156905,4.55E-08,5.11E-10,6.960674,12.58647,0.5591671,MSANTD3-TMEFF1///TMEFF1,MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
8156919,1.09E-06,2.73E-08,6.084015,8.747648,0.4067644,MURC,muscle related coiled-coil protein
8156923,1.48E-02,3.91E-03,-2.961193,-2.479491,-0.2284171,PLPPR1,phospholipid phosphatase related 1
8156935,5.10E-05,3.30E-06,-4.956947,4.149464,-0.5133362,ZNF189,zinc finger protein 189
8156945,4.19E-01,3.04E-01,1.033767,-6.108569,0.0581244,RNF20,ring finger protein 20
8156969,9.45E-01,9.20E-01,0.101087,-6.631447,0.0024696,,
8156971,3.53E-02,1.21E-02,-2.561826,-3.489086,-0.0863502,CYLC2,cylicin 2
8156982,3.20E-03,5.59E-04,3.577395,-0.692671,0.3352442,SMC2,structural maintenance of chromosomes 2
8157012,2.41E-01,1.47E-01,-1.46252,-5.586027,-0.0631309,OR13F1,olfactory receptor family 13 subfamily F member 1
8157014,1.20E-02,3.00E-03,-3.049819,-2.239059,-0.121052,OR13C8,olfactory receptor family 13 subfamily C member 8
8157016,4.26E-01,3.11E-01,-1.019112,-6.123346,-0.03994,OR13D1,olfactory receptor family 13 subfamily D member 1
8157018,4.23E-02,1.52E-02,-2.474462,-3.693259,-0.0763367,,
8157021,3.91E-01,2.77E-01,1.094543,-6.04509,0.0737276,NIPSNAP3A,nipsnap homolog 3A
8157027,2.67E-02,8.36E-03,-2.696063,-3.163521,-0.2100442,NIPSNAP3B,nipsnap homolog 3B
8157036,1.95E-01,1.11E-01,-1.608963,-5.368246,-0.0502829,,
8157038,1.89E-10,4.25E-13,8.46019,19.448185,0.7697862,SLC44A1,solute carrier family 44 member 1
8157058,2.42E-01,1.48E-01,-1.45964,-5.590112,-0.1044427,FSD1L,fibronectin type III and SPRY domain containing 1 like
8157074,5.65E-01,4.52E-01,-0.755978,-6.353406,-0.0391187,FKTN,fukutin
8157090,4.75E-01,3.59E-01,-0.921583,-6.216429,-0.0312258,TAL2,TAL bHLH transcription factor 2
8157092,7.65E-01,6.80E-01,-0.414205,-6.551343,-0.027094,TMEM38B,transmembrane protein 38B
8157101,2.11E-01,1.24E-01,1.553901,-5.452442,0.1609542,,
8157103,5.97E-02,2.38E-02,-2.298159,-4.086347,-0.1045511,,
8157105,7.68E-03,1.71E-03,3.232946,-1.724208,0.3655969,ZNF462,zinc finger protein 462
8157123,7.86E-02,3.42E-02,-2.150686,-4.395283,-0.0807324,,
8157125,1.60E-01,8.59E-02,-1.736017,-5.163452,-0.071414,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
8157139,3.73E-01,2.60E-01,-1.13275,-6.003377,-0.0888509,,
8157141,4.82E-02,1.80E-02,-2.40845,-3.843429,-0.0825753,ACTL7A,actin like 7A
8157144,2.66E-01,1.67E-01,-1.391428,-5.684614,-0.0909173,FAM206A,family with sequence similarity 206 member A
8157151,3.83E-03,7.02E-04,-3.50877,-0.904546,-0.1795249,,
8157153,1.77E-01,9.79E-02,1.672433,-5.267768,0.1810278,PALM2-AKAP2///PALM2///AKAP2,PALM2-AKAP2 readthrough///paralemmin 2///A-kinase anchoring protein 2
8157173,9.35E-02,4.29E-02,-2.053916,-4.58796,-0.1175824,MUSK,muscle associated receptor tyrosine kinase
8157189,4.35E-01,3.20E-01,-1.000038,-6.142271,-0.0283887,,
8157191,9.51E-01,9.27E-01,0.092401,-6.632282,0.0062142,,
8157193,3.41E-04,3.54E-05,-4.350881,1.895536,-0.4618307,ZNF483,zinc finger protein 483
8157203,6.47E-01,5.42E-01,-0.612794,-6.450293,-0.0302907,DNAJC25-GNG10///DNAJC25,DNAJC25-GNG10 readthrough///DnaJ heat shock protein family (Hsp40) member C25
8157214,4.05E-02,1.44E-02,2.496309,-3.642777,0.2608347,,
8157216,1.35E-02,3.49E-03,2.999581,-2.376061,0.3209642,UGCG,UDP-glucose ceramide glucosyltransferase
8157227,2.20E-01,1.30E-01,-1.52665,-5.493083,-0.04332,,
8157229,4.30E-01,3.14E-01,-1.0123,-6.130146,-0.0540604,,
8157231,4.93E-03,9.71E-04,-3.409647,-1.205064,-0.6590747,,
8157233,2.60E-05,1.44E-06,-5.159892,4.942022,-0.45806,HSDL2,hydroxysteroid dehydrogenase like 2
8157246,2.87E-03,4.90E-04,-3.616139,-0.571699,-0.2746544,KIAA1958,KIAA1958
8157253,2.08E-01,1.21E-01,1.563686,-5.437682,0.0975771,SNX30,sorting nexin family member 30
8157264,6.44E-01,5.39E-01,0.617055,-6.4477,0.0417542,SLC31A2,solute carrier family 31 member 2
8157270,5.31E-01,4.15E-01,-0.818264,-6.305012,-0.0635484,SLC31A1,solute carrier family 31 member 1
8157281,8.78E-01,8.24E-01,-0.223336,-6.611743,-0.0109222,,
8157283,1.47E-01,7.74E-02,1.786399,-5.078213,0.0942236,PRPF4,pre-mRNA processing factor 4
8157300,4.31E-02,1.56E-02,-2.465001,-3.715,-0.4077618,BSPRY,B-box and SPRY domain containing
